SubmissionDate,date,community_name,Cohort,Grazing Block,grazing_report_coordinates-Latitude,grazing_report_coordinates-Longitude,grazing_report_coordinates-Altitude,grazing_report_coordinates-Accuracy,number_of_animals,non_member_cattle_on_block,total number of animals
12:05:35,28/05/2025,Chisu,Cohort 1,Chisu Mutemwa/ Harvested Fields,-17.272776,24.3909367,1015.7,4.35,500,0,500
12:49:02,28/05/2025,Lutaba,Cohort 1,Lutaba Local Plain,-17.1829535,24.7437603,978.3,4.725,522,34,556
14:46:23,28/05/2025,Mushukula,Cohort 1,Mushukula Lisheke,-17.048815,24.4892417,1024.8,3.74,1304,0,1304
05:04:56,28/05/2025,Kangubu,Cohort 1,Kasasa Plain,-17.0933608,24.7561488,1005.6,4.62,1550,0,1550
06:30:10,28/05/2025,Kapokoto,Cohort 1,Mutemwa/ Harvested Fields,-17.379384,24.3783424,1001,3.5,533,0,533
08:01:25,28/05/2025,Njoko_Malomo,Cohort 2,Malomo Harvested Fields,-17.0569869,24.064771,1034.9,4.44,0,67,67
10:39:04,28/05/2025,Kamusa,Cohort 0,Kamusa Harvested Fields,-17.3085403,24.9572646,961.3,4.925,3036,0,3036
12:33:29,28/05/2025,Tahalima,Cohort 1,Upland Forest,-17.3982931,24.5822869,953.2,3.2,2081,0,2081
14:41:40,28/05/2025,Simungoma,Cohort 1,Lusheshe,-17.419049,24.6426758,946.4,4.033,760,12,772
09:22:31,28/05/2025,Lusu,Cohort 2,Lusu Harvested Fields,-17.200487,24.1105076,1048.3,4.866,0,132,132
17:38:37,28/05/2025,Loanja,Cohort 1,Lisa La Mapangani,-17.3764585,24.7705208,966.5,4.466,2315,0,2315
07:57:49,29/05/2025,Mbikila,Cohort 2,Mbilika Plain,-16.8115433,24.1894217,1014.7,4.233,0,50,50
10:46:00,29/05/2025,Kachola,Cohort 2,Kachola Harvested Fields,-16.849818,24.1397368,985,4.38,0,98,98
11:10:58,29/05/2025,Mbikila,Cohort 2,Mbilika Plain,-16.8114741,24.1893513,1014.3,5,0,50,50
17:20:53,29/05/2025,Mbikila,Cohort 2,Mbilika Plain,-16.8244981,24.1725047,1051.7,4.733,0,27,27
20:02:42,29/05/2025,Muyabalo,Cohort 2,Muyabalo Harvested Fields,-17.109564,24.0743695,951.9,4.75,0,611,611
04:45:00,29/05/2025,Nakatindi_Sesheke,Cohort 2,Nakatindi(Sesheke) Harvested Fields,-17.4539946,24.3201229,1005.9,4.95,250,0,250
07:59:18,29/05/2025,Sitaba,Cohort 0,Sitaba Upland Forest,-17.2181817,24.9206333,945.6,3.5,856,0,856
10:52:57,29/05/2025,Kakulwani,Cohort 1,Zambezi Plains,-17.4425744,24.7362447,949.4,4.966,3000,0,3000
12:20:51,29/05/2025,Libuyu_Libala_La_Fulayi,Cohort 1,Libuyu Harvested Fields,-17.2958604,24.552554,1007.7,4.633,223,0,223
07:23:25,29/05/2025,Manyekanga,Cohort 2,Manyekanga Mutemwa,-17.3847017,24.2028917,969.5,5,518,0,518
07:24:24,29/05/2025,Situwa,Cohort 0,Kazwili,-17.5934783,25.2601033,1016.3,4.575,587,0,587
19:19:09,29/05/2025,Kobya,Cohort 0,Harvested Field,-17.299894,24.6535171,995.6,4.4,1489,0,1489
11:14:07,29/05/2025,Mazauli,Cohort 2,Masimu,-17.3512326,24.2061995,1037.7,4.933,621,0,621
08:05:44,30/05/2025,Maondo,Cohort 1,Stock Movement (Closer To The Villages),-17.4502892,24.531296,931.4,4.455,3100,0,3100
08:05:44,30/05/2025,Nakalonzya,Cohort 0,Nakalonzya Harvested Fields,-17.5494059,25.2699571,963.3,4.8,1700,0,1700
09:13:14,30/05/2025,Nkuse,Cohort 1,Jerusalema,-17.2145181,24.6966371,974.9,5,305,0,305
09:39:36,30/05/2025,Nalikwanda,Cohort 2,Nalikwanda Harvested Fields,-17.2400297,24.1356168,967.6,4.55,305,0,305
09:59:35,30/05/2025,Luampungu,Cohort 2,Looza,-16.7064755,24.2553098,1004.3,4.65,0,400,400
11:22:35,30/05/2025,Njoko_Malomo,Cohort 2,Malomo Harvested Fields,-17.0860378,24.0440311,971.1,4.6,0,45,45
13:17:36,30/05/2025,Lilonga,Cohort 2,Lilonga Harvested Fields,-17.3810116,24.292875,1019.4,4.45,602,0,602
16:00:42,30/05/2025,Mutelo,Cohort 0,Liwunga,-17.1058787,25.1233195,964.3,4.533,3012,15,3027
18:38:44,30/05/2025,Nakatindi_Kazungula,Cohort 0,Makuyu,-17.5701167,25.1759133,948.2,4.66,652,0,652
12:34:07,30/05/2025,Ngambwe,Cohort 2,Mukusi,-17.3136902,24.1718654,1021.4,4.46,549,0,549
08:08:05,31/05/2025,Nkusu,Cohort 2,Nkusu Harvested Fields,-17.0683502,24.160615,1027.9,4.662,300,0,300
05:22:58,31/05/2025,Kejaya,Cohort 0,Kejaya Plain,-17.1247209,25.0656326,955.4,4.65,3411,0,3411
06:45:42,03/06/2025,Chisu,Cohort 1,Chisu Mutemwa/ Harvested Fields,-17.2732152,24.3930383,1027.4,4.95,1012,0,1012
10:33:06,03/06/2025,Maziba,Cohort 2,Maziba Plain,-17.0064708,24.1317866,978.3,4.816,470,0,470
07:22:26,04/06/2025,Lusinina,Cohort 1,Lusinina Harvested Fields,-17.1809236,24.5155088,1015.3,4.96,2019,0,2019
07:46:36,04/06/2025,Kazungwe,Cohort 1,Mulumani Plain,-17.1392102,24.3639762,1049.7,4.966,315,0,315
09:02:13,04/06/2025,Kangubu,Cohort 1,Kangubu Harvested Fields,-17.1288994,24.791921,963.3,3.2,1600,0,1600
09:07:25,04/06/2025,Namatwi,Cohort 2,Namatwi Mutemwa,-17.3264592,24.2473751,1057.2,4.85,320,0,320
11:11:34,04/06/2025,Mazaba,Cohort 2,Mazaba Harvested Fields,-17.1654664,24.2653405,981.2,4.5,400,0,400
13:04:58,04/06/2025,Luampungu,Cohort 2,Muwela Plain,-16.7042354,24.2559831,998,4.7,0,159,159
13:27:27,04/06/2025,Kapokoto,Cohort 1,Mutemwa/ Harvested Fields,-17.3808521,24.3673943,1008.4,4.7,515,0,515
14:12:49,04/06/2025,Lutaba,Cohort 1,Lutaba Local Plain,-17.1966367,24.7486067,913.4,4.833,619,42,661
16:19:11,04/06/2025,Kobya,Cohort 0,Harvested Field,-17.3029057,24.6528293,984.2,4.425,1489,0,1489
08:41:18,04/06/2025,Silangu,Cohort 0,Loanja Plains,-17.2817257,24.6924083,997.9,4.333,430,0,430
11:33:48,04/06/2025,Ibeele,Cohort 1,Nkolola,-17.0338736,24.4320824,1053.5,4.9,500,0,500
15:23:58,04/06/2025,Tahalima,Cohort 1,Upland Forest,-17.4071915,24.5715078,942.4,4.78,2081,0,2081
19:02:32,04/06/2025,Lusu,Cohort 2,Lusu Harvested Fields,-17.2005034,24.1001766,965.6,4.933,0,48,48
06:36:23,04/06/2025,Kachola,Cohort 2,Kachola Harvested Fields,-16.8563919,24.1508189,967.3,4.883,0,105,105
09:40:12,04/06/2025,Loanja,Cohort 1,Namalambwe,-17.311458,24.8028909,978,4.25,2315,0,2315
11:05:48,04/06/2025,Mushukula,Cohort 1,Mushukula Lisheke,-17.0437133,24.49029,1016.4,4.1,1509,0,1509
15:24:01,04/06/2025,Katete,Cohort 2,Katete Mutemwa,-17.0839846,24.3050397,1020.1,4.45,748,0,748
10:26:19,04/06/2025,Kamusa,Cohort 0,Kamusa Harvested Fields,-17.3157227,24.9444598,966.4,4.566,3026,0,3026
15:58:42,04/06/2025,Njoko_Malomo,Cohort 2,Malomo Harvested Fields,-17.0756038,24.0367083,955.9,4.95,0,100,100
08:04:42,05/06/2025,Sitaba,Cohort 0,Sitaba Upland Forest,-17.2037767,24.9244099,935.9,4.9,856,0,856
08:58:32,05/06/2025,Muyabalo,Cohort 2,Muyabalo Harvested Fields,-17.1291116,24.0719301,989.2,4.2,0,611,611
09:18:42,05/06/2025,Situwa,Cohort 0,Lwamfuwa,-17.6132164,25.214713,941.8,4.85,473,0,473
13:20:25,05/06/2025,Nakatindi_Sesheke,Cohort 2,Nakatindi(Sesheke) Harvested Fields,-17.4528525,24.3195816,999.8,4.966,300,0,300
11:19:35,05/06/2025,Libuyu_Libala_La_Fulayi,Cohort 1,Libuyu Mutemwa,-17.28287,24.526695,1002.5,4.75,199,0,199
11:45:18,05/06/2025,Chilulu,Cohort 2,Chilulu Lisheke,-17.1614823,24.2069939,1038.6,3.633,349,0,349
13:08:33,05/06/2025,Sawmills,Cohort 1,Zambezi Grazing Block,-17.4582964,24.3829945,974.4,3.516,854,0,854
13:44:16,05/06/2025,Maondo,Cohort 1,Maondo Upland Fields,-17.3943299,24.5324336,975.1,4.991,3150,0,3150
16:56:35,05/06/2025,Simungoma,Cohort 1,Simungoma Mutemwa,-17.3777187,24.6756152,982,3.5,2870,13,2883
07:39:45,06/06/2025,Kachola,Cohort 2,Kachola Harvested Fields,-16.8928032,24.1152539,1041.6,4.55,0,89,89
08:07:00,06/06/2025,Kakulwani,Cohort 1,Zambezi Plains,-17.4426402,24.7364606,936.2,4.3,3000,0,3000
08:30:07,06/06/2025,Mutuwapafa,Cohort 1,Nankanga,-17.2129324,24.596617,1002.7,3.65,2100,0,2100
08:43:32,06/06/2025,Mbikila,Cohort 2,Mbilika Plain,-16.806685,24.1938233,991,4.425,0,45,45
10:06:16,06/06/2025,Nkuse,Cohort 1,Jerusalema,-17.2111678,24.7012381,997.4,4.916,305,0,305
12:01:03,06/06/2025,Manyekanga,Cohort 2,Manyekanga Mutemwa,-17.3856454,24.2033936,1007.6,4.2,520,0,520
12:13:13,06/06/2025,Nakatindi_Kazungula,Cohort 0,Nakatindi Harvested Fields,-17.5621533,25.2050883,927.4,4.9,768,0,768
13:15:34,06/06/2025,Mutelo,Cohort 0,Liwunga,-17.1122448,25.1159804,959.1,3.64,3212,18,3230
13:31:41,06/06/2025,Nalikwanda,Cohort 2,Nalikwanda Harvested Fields,-17.2524783,24.1538804,970.7,4.4,305,0,305
14:35:24,06/06/2025,Nkusu,Cohort 2,Nkusu Plain,-17.0593015,24.1277246,997.1,2.883,300,0,300
16:32:07,06/06/2025,Mazauli,Cohort 2,Masimu,-17.3476733,24.1928243,1021,4.285,628,0,628
11:13:00,06/06/2025,Njoko_Malomo,Cohort 2,Malomo Harvested Fields,-17.0519414,24.0785217,980.1,4.05,0,78,78
13:23:20,06/06/2025,Ngambwe,Cohort 2,N'gambwe,-17.2835283,24.168024,991.1,4.85,552,0,552
06:21:06,06/06/2025,Lilonga,Cohort 2,Lilonga Harvested Fields,-17.3810365,24.2908964,1017.7,4.898,600,0,600
09:19:58,06/06/2025,Katongo,Cohort 1,Upland Forest,-17.4028644,24.496499,1012,3.533,3280,0,3280
14:58:06,07/06/2025,Kejaya,Cohort 0,Kejaya Plain,-17.1127233,25.0639417,966.6,4.457,3421,0,3421
07:14:07,07/06/2025,Nakalonzya,Cohort 0,Nakalonzya Harvested Fields,-17.5520884,25.2678632,927.2,4.9,3021,0,3021
12:41:01,07/06/2025,Nakalonzya,Cohort 0,Nakalonzya Harvested Fields,-17.5521205,25.2676723,955.4,4.8,3021,0,3021
06:48:22,09/06/2025,Kachola,Cohort 2,Kachola Harvested Fields,-16.8511285,24.1404549,1002.1,4.4,0,109,109
07:11:40,09/06/2025,Maondo,Cohort 1,Maondo Upland Fields,-17.3971462,24.5332107,1027.8,4.8,3300,0,3300
09:26:57,09/06/2025,Katongo,Cohort 1,Upland Forest,-17.4028727,24.4951426,1017.9,4.916,3294,0,3294
13:28:45,10/06/2025,Lusu,Cohort 2,Lusu Harvested Fields,-17.1996063,24.1178729,982.4,4.95,0,61,61
08:54:05,10/06/2025,Ibeele,Cohort 1,Nkolola,-17.0337239,24.4329917,1062.7,4.75,500,0,500
05:16:30,10/06/2025,Tahalima,Cohort 1,Upland Forest,-17.4084681,24.5686927,962.7,4.583,2000,0,2000
08:47:28,11/06/2025,Sawmills,Cohort 1,Sawmills Mutemwa/ Harvested Fields,-17.4441906,24.3633514,958.7,3.55,700,0,700
08:51:08,11/06/2025,Lusinina,Cohort 1,Lusinina Harvested Fields,-17.1836724,24.5161649,1015.7,3.8,2015,0,2015
09:22:00,11/06/2025,Kazungwe,Cohort 1,Mulumani Plain,-17.1405588,24.3648777,1030.6,4.86,260,0,260
09:42:22,11/06/2025,Mushukula,Cohort 1,Mutemwa Forest Area,-17.0709801,24.5334273,1033.1,4.883,1500,0,1500
12:18:08,11/06/2025,Kamusa,Cohort 0,Kamusa Harvested Fields,-17.3237942,24.9534296,928.5,4.9,3026,0,3026
15:32:35,11/06/2025,Mutuwapafa,Cohort 1,Nankanga,-17.2161217,24.5946628,1011.2,4.65,1800,0,1800
15:46:20,11/06/2025,Kapokoto,Cohort 1,Mutemwa/ Harvested Fields,-17.3785653,24.3760989,998.8,3.8,581,0,581
11:39:10,11/06/2025,Namatwi,Cohort 2,Namatwi Mutemwa,-17.3483692,24.2495853,1022.9,4.5,350,0,350
07:04:29,11/06/2025,Mazaba,Cohort 2,Mazaba Harvested Fields,-17.1779124,24.2705548,1030.9,4.933,55,0,55
08:55:13,11/06/2025,Silangu,Cohort 0,Loanja Plains,-17.2821843,24.6955977,998,3.7,400,0,400
13:30:58,11/06/2025,Lutaba,Cohort 1,Lutaba Harvested Fields,-17.2087404,24.7308689,991.7,3.433,920,100,1020
13:35:16,11/06/2025,Njoko_Malomo,Cohort 2,Malomo Harvested Fields,-17.025755,24.0744367,946.3,4.6,0,79,79
04:10:37,11/06/2025,Sawmills,Cohort 1,Zambezi Grazing Block,-17.4553125,24.386393,937.5,3,700,0,700
07:32:16,11/06/2025,Chisu,Cohort 1,Chisu Mutemwa/ Harvested Fields,-17.2738114,24.3935443,1020.5,4.3,1012,0,1012
08:04:33,11/06/2025,Kangubu,Cohort 1,Kangubu Harvested Fields,-17.1317895,24.7901047,978.1,4.433,1450,0,1450
14:53:19,11/06/2025,Simungoma,Cohort 1,Simungoma Mutemwa,-17.382309,24.6700792,992.8,4.983,998,11,1009
13:16:07,11/06/2025,Loanja,Cohort 1,Namalambwe,-17.3073945,24.8071562,967.1,4.616,2316,0,2316
06:55:25,12/06/2025,Nakalonzya,Cohort 0,Nakalonzya Harvested Fields,-17.5518719,25.2616794,943.2,3.416,3021,0,3021
13:22:42,12/06/2025,Libuyu_Libala_La_Fulayi,Cohort 1,Libuyu Mutemwa,-17.293755,24.556585,996.2,4.92,231,0,231
13:32:06,12/06/2025,Katete,Cohort 2,Katete Harvested Fields (Upperland And Low Land),-17.0495091,24.3015986,1010.6,4.916,748,0,748
13:38:07,12/06/2025,Kobya,Cohort 0,Harvested Field,-17.3047347,24.6524483,986.1,4.9,1490,0,1490
13:41:00,12/06/2025,Nakatindi_Kazungula,Cohort 0,Nakatindi Harvested Fields,-17.5596542,25.2129369,933,3.95,432,0,432
09:06:23,12/06/2025,Situwa,Cohort 0,Situwa Harvested Fields,-17.579836,25.2158284,933,4.8,672,0,672
11:44:32,12/06/2025,Chilulu,Cohort 2,Chilulu Harvested Fields,-17.1735228,24.1891642,1029.4,4.433,340,0,340
18:29:40,12/06/2025,Sitaba,Cohort 0,Sitaba Upland Forest,-17.2196789,24.9255145,961.4,4.8,587,0,587
13:38:50,13/06/2025,Mbikila,Cohort 2,Mbilika Plain,-16.8215417,24.1773302,987.8,3.5,0,165,165
06:44:12,13/06/2025,Manyekanga,Cohort 2,Manyekanga Mutemwa,-17.3875494,24.2024253,971.4,4.533,520,0,520
07:20:43,13/06/2025,Muyabalo,Cohort 2,Muyabalo Harvested Fields,-17.1092829,24.0740618,997.4,4.566,0,611,611
09:23:02,13/06/2025,Luampungu,Cohort 2,Muvungoma,-16.7065032,24.2554412,998.2,4,0,212,212
09:27:08,13/06/2025,Kakulwani,Cohort 1,Zambezi Plains,-17.4436019,24.7384515,940.1,3.9,3000,0,3000
09:45:39,13/06/2025,Nkuse,Cohort 1,Jerusalema,-17.2141109,24.6939463,1014.4,2.933,305,0,305
09:47:33,13/06/2025,Maziba,Cohort 2,Maziba Plain,-17.0073533,24.1366417,972.5,3.85,498,0,498
10:59:29,13/06/2025,Kejaya,Cohort 0,Sonzo,-17.1344509,25.0337487,944.9,4.9,768,0,768
11:02:12,13/06/2025,Nalikwanda,Cohort 2,Nalikwanda Harvested Fields,-17.2399933,24.1359205,959.6,4.5,305,0,305
12:17:26,13/06/2025,Nakatindi_Sesheke,Cohort 2,Nakatindi(Sesheke) Harvested Fields,-17.4515032,24.3188257,1015.1,2.85,436,0,436
14:23:55,13/06/2025,Njoko_Malomo,Cohort 2,Malomo Harvested Fields,-17.040305,24.0997848,1014.4,4.916,0,158,158
15:28:56,13/06/2025,Ngambwe,Cohort 2,N'gambwe,-17.2735184,24.1637858,970.3,3.7,552,0,552
17:11:15,13/06/2025,Mazauli,Cohort 2,Masimu,-17.3386239,24.1787537,1027.2,3.9,620,0,620
18:53:21,13/06/2025,Mutelo,Cohort 0,Liwunga,-17.1208499,25.1151978,966.1,4.9,3212,0,3212
19:39:44,13/06/2025,Lilonga,Cohort 2,Lilonga Harvested Fields,-17.3797456,24.2555775,1003.1,4.657,602,0,602
14:17:52,13/06/2025,Nkusu,Cohort 2,Nkusu Plain,-17.0606854,24.1439058,983,4.571,300,0,300
09:29:25,14/06/2025,Katete,Cohort 2,Katete Harvested Fields (Upperland And Low Land),-17.1044282,24.2916045,1017.9,4.916,770,0,770
16:29:59,16/06/2025,Chilulu,Cohort 2,Chilulu Harvested Fields,-17.1738705,24.1949251,1024.5,4.7,339,0,339
11:37:00,17/06/2025,Mbikila,Cohort 2,Mbilika Plain,-16.8252526,24.1705993,989.9,4.1,0,45,45
13:54:39,17/06/2025,Mbikila,Cohort 2,Mbilika Plain,-16.828075,24.1782517,991.4,4.616,0,30,30
14:49:43,17/06/2025,Mazaba,Cohort 2,Mazaba Harvested Fields,-17.1564434,24.2582735,1002.8,4.816,130,0,130
14:49:44,17/06/2025,Maziba,Cohort 2,Maziba Plain,-17.0101659,24.1506655,995.3,4.466,498,0,498
07:33:43,18/06/2025,Namatwi,Cohort 2,Namatwi Mutemwa,-17.3564669,24.2338086,1032.6,3.75,351,0,351
07:55:00,18/06/2025,Lusinina,Cohort 1,Lusinina Harvested Fields,-17.184344,24.5163324,1025.7,4.4,2018,0,2018
10:00:04,18/06/2025,Mushukula,Cohort 1,Mutemwa Forest Area,-17.0674903,24.5340974,1060.5,3.8,1470,0,1470
10:10:17,18/06/2025,Chisu,Cohort 1,Chisu Mutemwa/ Harvested Fields,-17.2724841,24.3942769,1021.7,4.96,1012,0,1012
10:17:02,18/06/2025,Kazungwe,Cohort 1,Mulumani Plain,-17.145585,24.3672567,1045.5,4.5,234,0,234
10:40:41,18/06/2025,Sawmills,Cohort 1,Sawmills Mutemwa/ Harvested Fields,-17.441585,24.3678929,972,4.8,725,0,725
12:33:15,18/06/2025,Silangu,Cohort 0,Loanja Plains,-17.2828915,24.7035328,991.6,3.166,400,0,400
13:14:46,18/06/2025,Kapokoto,Cohort 1,Mutemwa/ Harvested Fields,-17.3696839,24.3781993,1005.6,3.4,603,0,603
13:25:10,18/06/2025,Kamusa,Cohort 0,Kamusa Harvested Fields,-17.3317387,24.9471766,956.4,4.913,3026,0,3026
07:26:24,18/06/2025,Ibeele,Cohort 1,Nakonga,-17.0051432,24.3991621,1068.5,4.92,500,0,500
09:00:37,18/06/2025,Lutaba,Cohort 1,Lutaba Harvested Fields,-17.2092029,24.7361226,981.9,4.4,915,92,1007
11:10:15,18/06/2025,Kachola,Cohort 2,Kachola Harvested Fields,-16.8381665,24.164493,986.1,4.92,0,98,98
04:55:47,18/06/2025,Loanja,Cohort 1,Namalambwe,-17.3048842,24.8092476,957,4.325,2317,0,2317
05:59:06,18/06/2025,Sitaba,Cohort 0,Sitaba Upland Forest,-17.2197283,24.9224985,945,2.9,868,0,868
07:56:09,18/06/2025,Kobya,Cohort 0,Harvested Field,-17.3069045,24.6499796,983.3,4.833,1490,0,1490
09:27:03,18/06/2025,Lusu,Cohort 2,Lusu Harvested Fields,-17.204695,24.1111,977.7,4.862,105,0,105
10:07:06,18/06/2025,Katongo,Cohort 1,Upland Forest,-17.4028942,24.4930372,998.4,4.333,3277,0,3277
10:23:16,18/06/2025,Tahalima,Cohort 1,Upland Forest,-17.410528,24.5672,949.6,4.937,2081,0,2081
11:59:49,18/06/2025,Kangubu,Cohort 1,Kangubu Harvested Fields,-17.1350236,24.7887133,1003,2.8,1680,0,1680
15:10:05,18/06/2025,Njoko_Malomo,Cohort 2,Malomo Harvested Fields,-17.0400911,24.0951428,965.7,4.916,0,24,24
11:23:10,18/06/2025,Simungoma,Cohort 1,Simungoma Mutemwa,-17.3874676,24.6651756,962.8,4.95,2450,12,2462
07:13:52,19/06/2025,Katete,Cohort 2,Katete Harvested Fields (Upperland And Low Land),-17.0496121,24.3015758,1018.4,4.5,770,0,770
09:06:54,19/06/2025,Kachola,Cohort 2,Kachola Harvested Fields,-16.8463386,24.1425921,967.2,4.2,0,91,91
11:59:37,19/06/2025,Nakalonzya,Cohort 0,Nakalonzya Harvested Fields,-17.5552186,25.2571293,963.9,4.1,3000,0,3000
12:48:35,19/06/2025,Nkuse,Cohort 1,Jerusalema,-17.2245074,24.6752072,995.2,4.714,305,0,305
13:59:42,19/06/2025,Mutuwapafa,Cohort 1,Loanja Plains,-17.2008812,24.6029313,996.1,4.8,1000,0,1000
14:53:39,19/06/2025,Libuyu_Libala_La_Fulayi,Cohort 1,Libuyu Mutemwa,-17.2892096,24.5714362,952.3,4.26,189,0,189
09:02:34,19/06/2025,Situwa,Cohort 0,Situwa Harvested Fields,-17.5884902,25.2209786,940.6,4.65,713,0,713
09:09:42,19/06/2025,Maondo,Cohort 1,Maondo Upland Fields,-17.3990266,24.5329951,965.3,4.92,3050,0,3050
10:48:35,20/06/2025,Chisu,Cohort 1,Chisu Lisheke,-15.8597122,27.7323892,0,4.68,50,23,73
07:09:47,20/06/2025,Kakulwani,Cohort 1,Zambezi Plains,-17.4399613,24.7311563,945,4.733,3000,0,3000
08:06:22,20/06/2025,Mazauli,Cohort 2,Masimu,-17.3268466,24.1770836,1021.6,4.98,622,0,622
09:05:48,20/06/2025,Manyekanga,Cohort 2,Manyekanga Mutemwa,-17.3858083,24.2057283,1003.3,4.916,520,0,520
09:59:10,20/06/2025,Muyabalo,Cohort 2,Muyabalo Harvested Fields,-17.145637,24.0732503,950.6,3.3,0,511,511
10:14:49,20/06/2025,Mutelo,Cohort 0,Liwunga,-17.1298888,25.1110777,960,3.033,2888,0,2888
12:49:38,20/06/2025,Kejaya,Cohort 0,Sonzo,-17.1232067,25.011965,963.4,4.96,3711,0,3711
13:45:29,20/06/2025,Nakatindi_Sesheke,Cohort 2,Nakatindi(Sesheke) Harvested Fields,-17.4513694,24.3202487,922,4.533,400,0,400
14:40:49,20/06/2025,Njoko_Malomo,Cohort 2,Malomo Harvested Fields,-17.0488157,24.1096745,974.2,4.966,0,46,46
16:32:07,20/06/2025,Ngambwe,Cohort 2,N'gambwe,-17.2828347,24.1682735,980.5,4.9,552,0,552
18:25:29,20/06/2025,Nalikwanda,Cohort 2,Nalikwanda Harvested Fields,-17.2444147,24.142647,975.9,4.933,305,0,305
06:33:49,20/06/2025,Lilonga,Cohort 2,Lilonga Harvested Fields,-17.3595188,24.2851762,1009.6,4.666,500,0,500
14:23:46,20/06/2025,Nakatindi_Kazungula,Cohort 0,Nakatindi Harvested Fields,-17.558905,25.2140617,945.1,4.7,312,0,312
07:04:12,20/06/2025,Nkusu,Cohort 2,Nkusu Plain,-17.0608584,24.1445934,974.3,4.84,300,0,300
10:26:06,21/06/2025,Luampungu,Cohort 2,Luampungu Harvested Fields,-16.7065799,24.2553418,1002.3,5,0,562,562
09:05:40,22/06/2025,Kachola,Cohort 2,Kachola Harvested Fields,-16.8520912,24.1391814,985.1,4.14,0,105,105
06:35:48,23/06/2025,Mbikila,Cohort 2,Mbilika Forest,-16.8062083,24.189175,974.2,2.6,0,30,30
07:09:28,24/06/2025,Maziba,Cohort 2,Maziba Plain,-17.008676,24.1651376,990.9,4.983,500,0,500
07:44:00,24/06/2025,Chilulu,Cohort 2,Chilulu Harvested Fields,-17.17984,24.19689,1039.7,5,340,0,340
12:18:59,24/06/2025,Njoko_Malomo,Cohort 2,Malomo Harvested Fields,-17.0406546,24.1053012,979.4,5,0,158,158
08:29:30,24/06/2025,Sawmills,Cohort 1,Sawmills Mutemwa/ Harvested Fields,-17.4442157,24.3632438,965,4.64,720,0,720
12:44:18,24/06/2025,Maondo,Cohort 1,Maondo Upland Fields,-17.4006993,24.5333079,980.6,4.869,3150,0,3150
06:26:56,25/06/2025,Mushukula,Cohort 1,Mutemwa Forest Area,-17.0625858,24.5341515,1052.6,4.7,1522,0,1522
08:18:31,25/06/2025,Ibeele,Cohort 1,Nakonga,-17.0049051,24.3994624,1053.4,4.871,500,0,500
10:55:14,25/06/2025,Namatwi,Cohort 2,Namatwi Mutemwa,-17.3290379,24.2800396,1015.1,4.8,350,0,350
10:57:50,25/06/2025,Kamusa,Cohort 0,Kamusa Harvested Fields,-17.3462929,24.9461838,935.8,4.9,3026,0,3026
11:47:31,25/06/2025,Lutaba,Cohort 1,Lutaba Harvested Fields,-17.213367,24.7186679,985.1,4.94,912,43,955
13:12:18,25/06/2025,Loanja,Cohort 1,Namalambwe,-17.3017001,24.8105699,929,4.5,2317,0,2317
13:50:20,25/06/2025,Kobya,Cohort 0,Harvested Field,-17.3096725,24.6488324,992.6,4.45,1495,0,1495
14:09:36,25/06/2025,Lusinina,Cohort 1,Lusinina Harvested Fields,-17.1861789,24.517087,1005.9,4.6,2016,0,2016
14:52:34,25/06/2025,Katete,Cohort 2,Katete Plain,-17.0672967,24.3088517,1018.7,4.657,775,0,775
04:24:33,25/06/2025,Silangu,Cohort 0,Loanja Plains,-17.2836928,24.7075426,975.7,4.816,430,0,430
09:09:08,25/06/2025,Njoko_Malomo,Cohort 2,Malomo Harvested Fields,-17.0435348,24.0909144,1019.9,4.833,0,100,100
09:28:22,25/06/2025,Kangubu,Cohort 1,Kangubu Harvested Fields,-17.1380969,24.7873367,979.6,4.86,1690,0,1690
11:29:15,25/06/2025,Kapokoto,Cohort 1,Mutemwa/ Harvested Fields,-17.3778802,24.378706,1011,3.633,562,0,562
15:16:14,25/06/2025,Tahalima,Cohort 1,Upland Forest,-17.4093046,24.5586452,963.5,3.46,2081,0,2081
17:10:37,25/06/2025,Katongo,Cohort 1,Upland Forest,-17.40274,24.49171,999.4,4.64,3267,0,3267
05:24:01,25/06/2025,Kachola,Cohort 2,Kachola Harvested Fields,-16.8564472,24.1515909,1006.1,4.1,0,105,105
07:46:54,25/06/2025,Kachola,Cohort 2,Kachola Harvested Fields,-16.8565866,24.1513418,989,4.2,0,105,105
09:37:40,25/06/2025,Simungoma,Cohort 1,Simungoma Mutemwa,-17.3907015,24.677485,964.2,3.266,2490,11,2501
10:28:19,25/06/2025,Kazungwe,Cohort 1,Mulumani Plain,-17.1665456,24.3408843,1026.8,4.6,220,0,220
08:49:38,26/06/2025,Mazaba,Cohort 2,Mazaba Harvested Fields,-17.1784861,24.2687981,1047.8,4.783,57,0,57
09:32:35,26/06/2025,Nakatindi_Sesheke,Cohort 2,Nakatindi(Sesheke) Harvested Fields,-17.4509598,24.3217949,1008.6,4.78,350,0,350
10:29:14,26/06/2025,Nalikwanda,Cohort 2,Nalikwanda Harvested Fields,-17.2486734,24.1499267,982,4.816,305,0,305
10:51:06,26/06/2025,Ngambwe,Cohort 2,N'gambwe,-17.2823136,24.1675256,961.9,4.973,550,0,550
12:03:28,26/06/2025,Situwa,Cohort 0,Situwa Harvested Fields,-17.5899838,25.2232435,953.8,4.35,597,0,597
